Day,Hour,Irradiance (W/m^2),"Declination Angle (δ, deg)","Noon Solar Altitude Angle (α, deg)","Noon Solar Azimuth Angle (γ, deg)","Latitude (L, deg)",Daily GHI (kWh/m^2/day),Daily I Mean (W/m^2)
247,10,847.36,6.57,67.96,4.48,28.61,5.09,807.57
247,11,964.58,6.57,67.96,4.48,28.61,5.09,807.57
247,12,1020.19,6.57,67.96,4.48,28.61,5.09,807.57
247,13,1010.4,6.57,67.96,4.48,28.61,5.09,807.57
247,14,935.88,6.57,67.96,4.48,28.61,5.09,807.57
247,15,801.71,6.57,67.96,4.48,28.61,5.09,807.57
247,16,617.03,6.57,67.96,4.48,28.61,5.09,807.57
247,17,394.42,6.57,67.96,4.48,28.61,5.09,807.57
248,9,673.43,6.18,67.57,4.52,28.61,5.07,804.57
248,10,844.39,6.18,67.57,4.52,28.61,5.07,804.57
248,11,961.7,6.18,67.57,4.52,28.61,5.07,804.57
248,12,1017.35,6.18,67.57,4.52,28.61,5.07,804.57
248,13,1007.55,6.18,67.57,4.52,28.61,5.07,804.57
248,14,932.98,6.18,67.57,4.52,28.61,5.07,804.57
248,15,798.7,6.18,67.57,4.52,28.61,5.07,804.57
248,16,613.88,6.18,67.57,4.52,28.61,5.07,804.57
248,17,391.11,6.18,67.57,4.52,28.61,5.07,804.57
249,9,670.28,5.79,67.18,4.55,28.61,5.05,801.52
249,10,841.37,5.79,67.18,4.55,28.61,5.05,801.52
249,11,958.76,5.79,67.18,4.55,28.61,5.05,801.52
249,12,1014.45,5.79,67.18,4.55,28.61,5.05,801.52
249,13,1004.65,5.79,67.18,4.55,28.61,5.05,801.52
249,14,930.02,5.79,67.18,4.55,28.61,5.05,801.52
249,15,795.65,5.79,67.18,4.55,28.61,5.05,801.52
249,16,610.7,5.79,67.18,4.55,28.61,5.05,801.52
249,17,387.77,5.79,67.18,4.55,28.61,5.05,801.52
250,9,667.09,5.4,66.79,4.59,28.61,5.03,798.41
250,10,838.3,5.4,66.79,4.59,28.61,5.03,798.41
250,11,955.76,5.4,66.79,4.59,28.61,5.03,798.41
250,12,1011.49,5.4,66.79,4.59,28.61,5.03,798.41
250,13,1001.68,5.4,66.79,4.59,28.61,5.03,798.41
250,14,927.0,5.4,66.79,4.59,28.61,5.03,798.41
250,15,792.54,5.4,66.79,4.59,28.61,5.03,798.41
250,16,607.47,5.4,66.79,4.59,28.61,5.03,798.41
250,17,384.39,5.4,66.79,4.59,28.61,5.03,798.41
251,9,663.86,5.01,66.4,4.62,28.61,5.01,795.26
251,10,835.17,5.01,66.4,4.62,28.61,5.01,795.26
251,11,952.71,5.01,66.4,4.62,28.61,5.01,795.26
251,12,1008.47,5.01,66.4,4.62,28.61,5.01,795.26
251,13,998.66,5.01,66.4,4.62,28.61,5.01,795.26
251,14,923.93,5.01,66.4,4.62,28.61,5.01,795.26
251,15,789.39,5.01,66.4,4.62,28.61,5.01,795.26
251,16,604.2,5.01,66.4,4.62,28.61,5.01,795.26
251,17,380.98,5.01,66.4,4.62,28.61,5.01,795.26
252,9,660.58,4.61,66.0,4.65,28.61,4.99,792.06
252,10,831.99,4.61,66.0,4.65,28.61,4.99,792.06
252,11,949.6,4.61,66.0,4.65,28.61,4.99,792.06
252,12,1005.4,4.61,66.0,4.65,28.61,4.99,792.06
252,13,995.57,4.61,66.0,4.65,28.61,4.99,792.06
252,14,920.8,4.61,66.0,4.65,28.61,4.99,792.06
252,15,786.18,4.61,66.0,4.65,28.61,4.99,792.06
252,16,600.88,4.61,66.0,4.65,28.61,4.99,792.06
252,17,377.54,4.61,66.0,4.65,28.61,4.99,792.06
253,9,657.26,4.22,65.61,4.68,28.61,4.97,788.81
253,10,828.76,4.22,65.61,4.68,28.61,4.97,788.81
253,11,946.44,4.22,65.61,4.68,28.61,4.97,788.81
253,12,1002.26,4.22,65.61,4.68,28.61,4.97,788.81
253,13,992.43,4.22,65.61,4.68,28.61,4.97,788.81
253,14,917.62,4.22,65.61,4.68,28.61,4.97,788.81
253,15,782.93,4.22,65.61,4.68,28.61,4.97,788.81
253,16,597.53,4.22,65.61,4.68,28.61,4.97,788.81
253,17,374.06,4.22,65.61,4.68,28.61,4.97,788.81
254,9,653.9,3.82,65.21,4.71,28.61,4.95,785.51
254,10,825.48,3.82,65.21,4.71,28.61,4.95,785.51
254,11,943.21,3.82,65.21,4.71,28.61,4.95,785.51
254,12,999.07,3.82,65.21,4.71,28.61,4.95,785.51
254,13,989.23,3.82,65.21,4.71,28.61,4.95,785.51
254,14,914.39,3.82,65.21,4.71,28.61,4.95,785.51
254,15,779.63,3.82,65.21,4.71,28.61,4.95,785.51
254,16,594.14,3.82,65.21,4.71,28.61,4.95,785.51
254,17,370.56,3.82,65.21,4.71,28.61,4.95,785.51
255,9,650.5,3.42,64.81,4.74,28.61,4.93,782.17
255,10,822.16,3.42,64.81,4.74,28.61,4.93,782.17
255,11,939.94,3.42,64.81,4.74,28.61,4.93,782.17
255,12,995.81,3.42,64.81,4.74,28.61,4.93,782.17
255,13,985.98,3.42,64.81,4.74,28.61,4.93,782.17
255,14,911.1,3.42,64.81,4.74,28.61,4.93,782.17
255,15,776.28,3.42,64.81,4.74,28.61,4.93,782.17
255,16,590.71,3.42,64.81,4.74,28.61,4.93,782.17
255,17,367.04,3.42,64.81,4.74,28.61,4.93,782.17
256,9,647.05,3.02,64.41,4.77,28.61,4.91,778.78
256,10,818.78,3.02,64.41,4.77,28.61,4.91,778.78
256,11,936.61,3.02,64.41,4.77,28.61,4.91,778.78
256,12,992.51,3.02,64.41,4.77,28.61,4.91,778.78
256,13,982.67,3.02,64.41,4.77,28.61,4.91,778.78
256,14,907.76,3.02,64.41,4.77,28.61,4.91,778.78
256,15,772.89,3.02,64.41,4.77,28.61,4.91,778.78
256,16,587.24,3.02,64.41,4.77,28.61,4.91,778.78
256,17,363.48,3.02,64.41,4.77,28.61,4.91,778.78
257,9,643.57,2.62,64.01,4.79,28.61,4.88,775.34
257,10,815.36,2.62,64.01,4.79,28.61,4.88,775.34
257,11,933.22,2.62,64.01,4.79,28.61,4.88,775.34
257,12,989.14,2.62,64.01,4.79,28.61,4.88,775.34
257,13,979.3,2.62,64.01,4.79,28.61,4.88,775.34
257,14,904.36,2.62,64.01,4.79,28.61,4.88,775.34
257,15,769.45,2.62,64.01,4.79,28.61,4.88,775.34
257,16,583.74,2.62,64.01,4.79,28.61,4.88,775.34
257,17,359.9,2.62,64.01,4.79,28.61,4.88,775.34
258,9,640.05,2.22,63.61,4.82,28.61,4.86,771.86
258,10,811.89,2.22,63.61,4.82,28.61,4.86,771.86
258,11,929.79,2.22,63.61,4.82,28.61,4.86,771.86
258,12,985.72,2.22,63.61,4.82,28.61,4.86,771.86
258,13,975.88,2.22,63.61,4.82,28.61,4.86,771.86
258,14,900.92,2.22,63.61,4.82,28.61,4.86,771.86
258,15,765.96,2.22,63.61,4.82,28.61,4.86,771.86
258,16,580.2,2.22,63.61,4.82,28.61,4.86,771.86
258,17,356.29,2.22,63.61,4.82,28.61,4.86,771.86
259,9,636.49,1.81,63.2,4.84,28.61,4.84,768.33
259,10,808.37,1.81,63.2,4.84,28.61,4.84,768.33
259,11,926.3,1.81,63.2,4.84,28.61,4.84,768.33
259,12,982.25,1.81,63.2,4.84,28.61,4.84,768.33
259,13,972.4,1.81,63.2,4.84,28.61,4.84,768.33
259,14,897.43,1.81,63.2,4.84,28.61,4.84,768.33
259,15,762.44,1.81,63.2,4.84,28.61,4.84,768.33
259,16,576.63,1.81,63.2,4.84,28.61,4.84,768.33
259,17,352.67,1.81,63.2,4.84,28.61,4.84,768.33
260,9,632.9,1.41,62.8,4.86,28.61,4.82,764.76
260,10,804.81,1.41,62.8,4.86,28.61,4.82,764.76
260,11,922.76,1.41,62.8,4.86,28.61,4.82,764.76
260,12,978.72,1.41,62.8,4.86,28.61,4.82,764.76
260,13,968.87,1.41,62.8,4.86,28.61,4.82,764.76
260,14,893.88,1.41,62.8,4.86,28.61,4.82,764.76
260,15,758.87,1.41,62.8,4.86,28.61,4.82,764.76
260,16,573.02,1.41,62.8,4.86,28.61,4.82,764.76
260,17,349.01,1.41,62.8,4.86,28.61,4.82,764.76
261,9,629.27,1.01,62.4,4.88,28.61,4.8,761.15
261,10,801.2,1.01,62.4,4.88,28.61,4.8,761.15
261,11,919.18,1.01,62.4,4.88,28.61,4.8,761.15
261,12,975.14,1.01,62.4,4.88,28.61,4.8,761.15
261,13,965.29,1.01,62.4,4.88,28.61,4.8,761.15
261,14,890.29,1.01,62.4,4.88,28.61,4.8,761.15
261,15,755.25,1.01,62.4,4.88,28.61,4.8,761.15
261,16,569.38,1.01,62.4,4.88,28.61,4.8,761.15
261,17,345.34,1.01,62.4,4.88,28.61,4.8,761.15
262,9,625.6,0.61,62.0,4.9,28.61,4.77,757.5
262,10,797.56,0.61,62.0,4.9,28.61,4.77,757.5
262,11,915.54,0.61,62.0,4.9,28.61,4.77,757.5
262,12,971.52,0.61,62.0,4.9,28.61,4.77,757.5
262,13,961.66,0.61,62.0,4.9,28.61,4.77,757.5
262,14,886.65,0.61,62.0,4.9,28.61,4.77,757.5
262,15,751.6,0.61,62.0,4.9,28.61,4.77,757.5
262,16,565.71,0.61,62.0,4.9,28.61,4.77,757.5
262,17,341.65,0.61,62.0,4.9,28.61,4.77,757.5
263,9,621.91,0.2,61.59,4.91,28.61,4.75,753.81
263,10,793.87,0.2,61.59,4.91,28.61,4.75,753.81
263,11,911.86,0.2,61.59,4.91,28.61,4.75,753.81
263,12,967.84,0.2,61.59,4.91,28.61,4.75,753.81
263,13,957.98,0.2,61.59,4.91,28.61,4.75,753.81
263,14,882.97,0.2,61.59,4.91,28.61,4.75,753.81
263,15,747.91,0.2,61.59,4.91,28.61,4.75,753.81
263,16,562.01,0.2,61.59,4.91,28.61,4.75,753.81
263,17,337.94,0.2,61.59,4.91,28.61,4.75,753.81
264,9,618.18,-0.2,61.19,4.93,28.61,4.73,750.08
264,10,790.14,-0.2,61.19,4.93,28.61,4.73,750.08
264,11,908.13,-0.2,61.19,4.93,28.61,4.73,750.08
264,12,964.11,-0.2,61.19,4.93,28.61,4.73,750.08
264,13,954.25,-0.2,61.19,4.93,28.61,4.73,750.08
264,14,879.24,-0.2,61.19,4.93,28.61,4.73,750.08
264,15,744.19,-0.2,61.19,4.93,28.61,4.73,750.08
264,16,558.29,-0.2,61.19,4.93,28.61,4.73,750.08
264,17,334.21,-0.2,61.19,4.93,28.61,4.73,750.08
265,9,614.42,-0.61,60.78,4.94,28.61,4.7,746.32
265,10,786.38,-0.61,60.78,4.94,28.61,4.7,746.32
265,11,904.36,-0.61,60.78,4.94,28.61,4.7,746.32
265,12,960.33,-0.61,60.78,4.94,28.61,4.7,746.32
265,13,950.48,-0.61,60.78,4.94,28.61,4.7,746.32
265,14,875.47,-0.61,60.78,4.94,28.61,4.7,746.32
265,15,740.42,-0.61,60.78,4.94,28.61,4.7,746.32
265,16,554.53,-0.61,60.78,4.94,28.61,4.7,746.32
265,17,330.47,-0.61,60.78,4.94,28.61,4.7,746.32
266,9,610.63,-1.01,60.38,4.96,28.61,4.68,742.52
266,10,782.57,-1.01,60.38,4.96,28.61,4.68,742.52
266,11,900.54,-1.01,60.38,4.96,28.61,4.68,742.52
266,12,956.51,-1.01,60.38,4.96,28.61,4.68,742.52
266,13,946.66,-1.01,60.38,4.96,28.61,4.68,742.52
266,14,871.66,-1.01,60.38,4.96,28.61,4.68,742.52
266,15,736.62,-1.01,60.38,4.96,28.61,4.68,742.52
266,16,550.75,-1.01,60.38,4.96,28.61,4.68,742.52
266,17,326.71,-1.01,60.38,4.96,28.61,4.68,742.52
267,9,606.82,-1.41,59.98,4.97,28.61,4.65,738.69
267,10,778.73,-1.41,59.98,4.97,28.61,4.65,738.69
267,11,896.69,-1.41,59.98,4.97,28.61,4.65,738.69
267,12,952.65,-1.41,59.98,4.97,28.61,4.65,738.69
267,13,942.8,-1.41,59.98,4.97,28.61,4.65,738.69
267,14,867.81,-1.41,59.98,4.97,28.61,4.65,738.69
267,15,732.79,-1.41,59.98,4.97,28.61,4.65,738.69
267,16,546.94,-1.41,59.98,4.97,28.61,4.65,738.69
267,17,322.94,-1.41,59.98,4.97,28.61,4.65,738.69
268,9,602.98,-1.81,59.58,4.98,28.61,4.63,734.82
268,10,774.86,-1.81,59.58,4.98,28.61,4.63,734.82
268,11,892.79,-1.81,59.58,4.98,28.61,4.63,734.82
268,12,948.74,-1.81,59.58,4.98,28.61,4.63,734.82
268,13,938.89,-1.81,59.58,4.98,28.61,4.63,734.82
268,14,863.91,-1.81,59.58,4.98,28.61,4.63,734.82
268,15,728.92,-1.81,59.58,4.98,28.61,4.63,734.82
268,16,543.12,-1.81,59.58,4.98,28.61,4.63,734.82
268,17,319.15,-1.81,59.58,4.98,28.61,4.63,734.82
269,9,599.11,-2.22,59.17,4.98,28.61,4.6,730.92
269,10,770.95,-2.22,59.17,4.98,28.61,4.6,730.92
269,11,888.85,-2.22,59.17,4.98,28.61,4.6,730.92
269,12,944.79,-2.22,59.17,4.98,28.61,4.6,730.92
269,13,934.94,-2.22,59.17,4.98,28.61,4.6,730.92
269,14,859.99,-2.22,59.17,4.98,28.61,4.6,730.92
269,15,725.03,-2.22,59.17,4.98,28.61,4.6,730.92
269,16,539.27,-2.22,59.17,4.98,28.61,4.6,730.92
269,17,315.36,-2.22,59.17,4.98,28.61,4.6,730.92
270,9,595.23,-2.62,58.77,4.99,28.61,4.58,726.99
270,10,767.01,-2.62,58.77,4.99,28.61,4.58,726.99
270,11,884.88,-2.62,58.77,4.99,28.61,4.58,726.99
270,12,940.8,-2.62,58.77,4.99,28.61,4.58,726.99
270,13,930.95,-2.62,58.77,4.99,28.61,4.58,726.99
270,14,856.02,-2.62,58.77,4.99,28.61,4.58,726.99
270,15,721.1,-2.62,58.77,4.99,28.61,4.58,726.99
270,16,535.4,-2.62,58.77,4.99,28.61,4.58,726.99
270,17,311.56,-2.62,58.77,4.99,28.61,4.58,726.99
271,9,591.32,-3.02,58.37,4.99,28.61,4.56,723.04
271,10,763.04,-3.02,58.37,4.99,28.61,4.56,723.04
271,11,880.87,-3.02,58.37,4.99,28.61,4.56,723.04
271,12,936.77,-3.02,58.37,4.99,28.61,4.56,723.04
271,13,926.93,-3.02,58.37,4.99,28.61,4.56,723.04
271,14,852.02,-3.02,58.37,4.99,28.61,4.56,723.04
271,15,717.15,-3.02,58.37,4.99,28.61,4.56,723.04
271,16,531.51,-3.02,58.37,4.99,28.61,4.56,723.04
271,17,307.74,-3.02,58.37,4.99,28.61,4.56,723.04
272,9,587.39,-3.42,57.97,5.0,28.61,4.53,719.06
272,10,759.05,-3.42,57.97,5.0,28.61,4.53,719.06
272,11,876.83,-3.42,57.97,5.0,28.61,4.53,719.06
272,12,932.7,-3.42,57.97,5.0,28.61,4.53,719.06
272,13,922.87,-3.42,57.97,5.0,28.61,4.53,719.06
272,14,847.99,-3.42,57.97,5.0,28.61,4.53,719.06
272,15,713.17,-3.42,57.97,5.0,28.61,4.53,719.06
272,16,527.6,-3.42,57.97,5.0,28.61,4.53,719.06
272,17,303.92,-3.42,57.97,5.0,28.61,4.53,719.06
273,9,583.44,-3.82,57.57,5.0,28.61,4.5,715.05
273,10,755.02,-3.82,57.57,5.0,28.61,4.5,715.05
273,11,872.75,-3.82,57.57,5.0,28.61,4.5,715.05
273,12,928.6,-3.82,57.57,5.0,28.61,4.5,715.05
273,13,918.77,-3.82,57.57,5.0,28.61,4.5,715.05
273,14,843.93,-3.82,57.57,5.0,28.61,4.5,715.05
273,15,709.17,-3.82,57.57,5.0,28.61,4.5,715.05
273,16,523.68,-3.82,57.57,5.0,28.61,4.5,715.05
273,17,300.1,-3.82,57.57,5.0,28.61,4.5,715.05
274,9,579.47,-4.22,57.17,5.0,28.61,4.48,711.02
274,10,750.97,-4.22,57.17,5.0,28.61,4.48,711.02
274,11,868.65,-4.22,57.17,5.0,28.61,4.48,711.02
274,12,924.47,-4.22,57.17,5.0,28.61,4.48,711.02
274,13,914.64,-4.22,57.17,5.0,28.61,4.48,711.02
274,14,839.83,-4.22,57.17,5.0,28.61,4.48,711.02
274,15,705.14,-4.22,57.17,5.0,28.61,4.48,711.02
274,16,519.74,-4.22,57.17,5.0,28.61,4.48,711.02
274,17,296.27,-4.22,57.17,5.0,28.61,4.48,711.02
275,9,575.49,-4.61,56.78,5.0,28.61,5.73,706.97
275,10,746.9,-4.61,56.78,5.0,28.61,5.73,706.97
275,11,864.51,-4.61,56.78,5.0,28.61,5.73,706.97
275,12,920.31,-4.61,56.78,5.0,28.61,5.73,706.97
275,13,910.48,-4.61,56.78,5.0,28.61,5.73,706.97
275,14,835.71,-4.61,56.78,5.0,28.61,5.73,706.97
275,15,701.09,-4.61,56.78,5.0,28.61,5.73,706.97
275,16,515.79,-4.61,56.78,5.0,28.61,5.73,706.97
275,17,292.44,-4.61,56.78,5.0,28.61,5.73,706.97
276,9,571.5,-5.01,56.38,5.0,28.61,5.69,702.9
276,10,742.81,-5.01,56.38,5.0,28.61,5.69,702.9
276,11,860.35,-5.01,56.38,5.0,28.61,5.69,702.9
276,12,916.11,-5.01,56.38,5.0,28.61,5.69,702.9
276,13,906.29,-5.01,56.38,5.0,28.61,5.69,702.9
276,14,831.57,-5.01,56.38,5.0,28.61,5.69,702.9
276,15,697.03,-5.01,56.38,5.0,28.61,5.69,702.9
276,16,511.83,-5.01,56.38,5.0,28.61,5.69,702.9
276,17,288.61,-5.01,56.38,5.0,28.61,5.69,702.9
277,9,567.49,-5.4,55.99,4.99,28.61,5.66,698.81
277,10,738.69,-5.4,55.99,4.99,28.61,5.66,698.81
277,11,856.16,-5.4,55.99,4.99,28.61,5.66,698.81
277,12,911.89,-5.4,55.99,4.99,28.61,5.66,698.81
277,13,902.08,-5.4,55.99,4.99,28.61,5.66,698.81
277,14,827.4,-5.4,55.99,4.99,28.61,5.66,698.81
277,15,692.94,-5.4,55.99,4.99,28.61,5.66,698.81
277,16,507.87,-5.4,55.99,4.99,28.61,5.66,698.81
277,17,284.79,-5.4,55.99,4.99,28.61,5.66,698.81
278,9,563.48,-5.79,55.6,4.99,28.61,5.63,694.71
278,10,734.56,-5.79,55.6,4.99,28.61,5.63,694.71
278,11,851.95,-5.79,55.6,4.99,28.61,5.63,694.71
278,12,907.64,-5.79,55.6,4.99,28.61,5.63,694.71
278,13,897.84,-5.79,55.6,4.99,28.61,5.63,694.71
278,14,823.21,-5.79,55.6,4.99,28.61,5.63,694.71
278,15,688.84,-5.79,55.6,4.99,28.61,5.63,694.71
278,16,503.89,-5.79,55.6,4.99,28.61,5.63,694.71
278,17,280.96,-5.79,55.6,4.99,28.61,5.63,694.71
279,9,559.45,-6.18,55.21,4.98,28.61,5.59,690.59
279,10,730.42,-6.18,55.21,4.98,28.61,5.59,690.59
279,11,847.72,-6.18,55.21,4.98,28.61,5.59,690.59
279,12,903.37,-6.18,55.21,4.98,28.61,5.59,690.59
279,13,893.57,-6.18,55.21,4.98,28.61,5.59,690.59
279,14,819.0,-6.18,55.21,4.98,28.61,5.59,690.59
279,15,684.73,-6.18,55.21,4.98,28.61,5.59,690.59
279,16,499.91,-6.18,55.21,4.98,28.61,5.59,690.59
279,17,277.14,-6.18,55.21,4.98,28.61,5.59,690.59
280,9,555.42,-6.57,54.82,4.97,28.61,5.56,686.46
280,10,726.25,-6.57,54.82,4.97,28.61,5.56,686.46
280,11,843.47,-6.57,54.82,4.97,28.61,5.56,686.46
280,12,899.08,-6.57,54.82,4.97,28.61,5.56,686.46
280,13,889.29,-6.57,54.82,4.97,28.61,5.56,686.46
280,14,814.77,-6.57,54.82,4.97,28.61,5.56,686.46
280,15,680.6,-6.57,54.82,4.97,28.61,5.56,686.46
280,16,495.92,-6.57,54.82,4.97,28.61,5.56,686.46
280,17,273.32,-6.57,54.82,4.97,28.61,5.56,686.46
281,9,551.38,-6.96,54.43,4.96,28.61,5.53,682.31
281,10,722.08,-6.96,54.43,4.96,28.61,5.53,682.31
281,11,839.2,-6.96,54.43,4.96,28.61,5.53,682.31
281,12,894.77,-6.96,54.43,4.96,28.61,5.53,682.31
281,13,884.98,-6.96,54.43,4.96,28.61,5.53,682.31
281,14,810.52,-6.96,54.43,4.96,28.61,5.53,682.31
281,15,676.46,-6.96,54.43,4.96,28.61,5.53,682.31
281,16,491.93,-6.96,54.43,4.96,28.61,5.53,682.31
281,17,269.51,-6.96,54.43,4.96,28.61,5.53,682.31
282,9,547.34,-7.34,54.05,4.95,28.61,5.49,678.17
282,10,717.9,-7.34,54.05,4.95,28.61,5.49,678.17
282,11,834.92,-7.34,54.05,4.95,28.61,5.49,678.17
282,12,890.44,-7.34,54.05,4.95,28.61,5.49,678.17
282,13,880.66,-7.34,54.05,4.95,28.61,5.49,678.17
282,14,806.27,-7.34,54.05,4.95,28.61,5.49,678.17
282,15,672.32,-7.34,54.05,4.95,28.61,5.49,678.17
282,16,487.94,-7.34,54.05,4.95,28.61,5.49,678.17
282,17,265.7,-7.34,54.05,4.95,28.61,5.49,678.17
283,9,543.3,-7.72,53.67,4.94,28.61,5.46,674.01
283,10,713.7,-7.72,53.67,4.94,28.61,5.46,674.01
283,11,830.62,-7.72,53.67,4.94,28.61,5.46,674.01
283,12,886.09,-7.72,53.67,4.94,28.61,5.46,674.01
283,13,876.33,-7.72,53.67,4.94,28.61,5.46,674.01
283,14,802.0,-7.72,53.67,4.94,28.61,5.46,674.01
283,15,668.16,-7.72,53.67,4.94,28.61,5.46,674.01
283,16,483.95,-7.72,53.67,4.94,28.61,5.46,674.01
283,17,261.91,-7.72,53.67,4.94,28.61,5.46,674.01
284,9,539.26,-8.1,53.29,4.92,28.61,5.43,669.85
284,10,709.5,-8.1,53.29,4.92,28.61,5.43,669.85
284,11,826.32,-8.1,53.29,4.92,28.61,5.43,669.85
284,12,881.73,-8.1,53.29,4.92,28.61,5.43,669.85
284,13,871.98,-8.1,53.29,4.92,28.61,5.43,669.85
284,14,797.72,-8.1,53.29,4.92,28.61,5.43,669.85
284,15,664.01,-8.1,53.29,4.92,28.61,5.43,669.85
284,16,479.96,-8.1,53.29,4.92,28.61,5.43,669.85
284,17,258.13,-8.1,53.29,4.92,28.61,5.43,669.85
285,9,535.22,-8.48,52.91,4.91,28.61,5.39,665.68
285,10,705.3,-8.48,52.91,4.91,28.61,5.39,665.68
285,11,822.0,-8.48,52.91,4.91,28.61,5.39,665.68
285,12,877.37,-8.48,52.91,4.91,28.61,5.39,665.68
285,13,867.62,-8.48,52.91,4.91,28.61,5.39,665.68
285,14,793.43,-8.48,52.91,4.91,28.61,5.39,665.68
285,15,659.85,-8.48,52.91,4.91,28.61,5.39,665.68
285,16,475.98,-8.48,52.91,4.91,28.61,5.39,665.68
285,17,254.36,-8.48,52.91,4.91,28.61,5.39,665.68
286,9,531.18,-8.86,52.53,4.89,28.61,5.36,661.51
286,10,701.1,-8.86,52.53,4.89,28.61,5.36,661.51
286,11,817.68,-8.86,52.53,4.89,28.61,5.36,661.51
286,12,872.99,-8.86,52.53,4.89,28.61,5.36,661.51
286,13,863.25,-8.86,52.53,4.89,28.61,5.36,661.51
286,14,789.13,-8.86,52.53,4.89,28.61,5.36,661.51
286,15,655.69,-8.86,52.53,4.89,28.61,5.36,661.51
286,16,472.0,-8.86,52.53,4.89,28.61,5.36,661.51
286,17,250.6,-8.86,52.53,4.89,28.61,5.36,661.51
287,9,527.15,-9.23,52.16,4.87,28.61,5.32,657.35
287,10,696.89,-9.23,52.16,4.87,28.61,5.32,657.35
287,11,813.35,-9.23,52.16,4.87,28.61,5.32,657.35
287,12,868.6,-9.23,52.16,4.87,28.61,5.32,657.35
287,13,858.88,-9.23,52.16,4.87,28.61,5.32,657.35
287,14,784.84,-9.23,52.16,4.87,28.61,5.32,657.35
287,15,651.53,-9.23,52.16,4.87,28.61,5.32,657.35
287,16,468.03,-9.23,52.16,4.87,28.61,5.32,657.35
287,17,246.86,-9.23,52.16,4.87,28.61,5.32,657.35
288,9,523.13,-9.6,51.79,4.85,28.61,5.29,653.19
288,10,692.69,-9.6,51.79,4.85,28.61,5.29,653.19
288,11,809.02,-9.6,51.79,4.85,28.61,5.29,653.19
288,12,864.22,-9.6,51.79,4.85,28.61,5.29,653.19
288,13,854.5,-9.6,51.79,4.85,28.61,5.29,653.19
288,14,780.54,-9.6,51.79,4.85,28.61,5.29,653.19
288,15,647.37,-9.6,51.79,4.85,28.61,5.29,653.19
288,16,464.07,-9.6,51.79,4.85,28.61,5.29,653.19
288,17,243.14,-9.6,51.79,4.85,28.61,5.29,653.19
289,9,519.11,-9.97,51.42,4.83,28.61,5.26,649.03
289,10,688.49,-9.97,51.42,4.83,28.61,5.26,649.03
289,11,804.7,-9.97,51.42,4.83,28.61,5.26,649.03
289,12,859.83,-9.97,51.42,4.83,28.61,5.26,649.03
289,13,850.12,-9.97,51.42,4.83,28.61,5.26,649.03
289,14,776.24,-9.97,51.42,4.83,28.61,5.26,649.03
289,15,643.22,-9.97,51.42,4.83,28.61,5.26,649.03
289,16,460.13,-9.97,51.42,4.83,28.61,5.26,649.03
289,17,239.43,-9.97,51.42,4.83,28.61,5.26,649.03
290,9,515.11,-10.33,51.06,4.81,28.61,5.22,644.88
290,10,684.29,-10.33,51.06,4.81,28.61,5.22,644.88
290,11,800.37,-10.33,51.06,4.81,28.61,5.22,644.88
290,12,855.44,-10.33,51.06,4.81,28.61,5.22,644.88
290,13,845.74,-10.33,51.06,4.81,28.61,5.22,644.88
290,14,771.95,-10.33,51.06,4.81,28.61,5.22,644.88
290,15,639.08,-10.33,51.06,4.81,28.61,5.22,644.88
290,16,456.19,-10.33,51.06,4.81,28.61,5.22,644.88
290,17,235.75,-10.33,51.06,4.81,28.61,5.22,644.88
291,9,511.12,-10.69,50.7,4.78,28.61,5.19,640.74
291,10,680.1,-10.69,50.7,4.78,28.61,5.19,640.74
291,11,796.05,-10.69,50.7,4.78,28.61,5.19,640.74
291,12,851.05,-10.69,50.7,4.78,28.61,5.19,640.74
291,13,841.37,-10.69,50.7,4.78,28.61,5.19,640.74
291,14,767.66,-10.69,50.7,4.78,28.61,5.19,640.74
291,15,634.94,-10.69,50.7,4.78,28.61,5.19,640.74
291,16,452.27,-10.69,50.7,4.78,28.61,5.19,640.74
291,17,232.09,-10.69,50.7,4.78,28.61,5.19,640.74
292,9,507.15,-11.05,50.34,4.76,28.61,5.16,636.61
292,10,675.93,-11.05,50.34,4.76,28.61,5.16,636.61
292,11,791.73,-11.05,50.34,4.76,28.61,5.16,636.61
292,12,846.67,-11.05,50.34,4.76,28.61,5.16,636.61
292,13,837.0,-11.05,50.34,4.76,28.61,5.16,636.61
292,14,763.38,-11.05,50.34,4.76,28.61,5.16,636.61
292,15,630.82,-11.05,50.34,4.76,28.61,5.16,636.61
292,16,448.37,-11.05,50.34,4.76,28.61,5.16,636.61
292,17,228.45,-11.05,50.34,4.76,28.61,5.16,636.61
293,9,503.19,-11.4,49.99,4.73,28.61,5.12,632.49
293,10,671.76,-11.4,49.99,4.73,28.61,5.12,632.49
293,11,787.43,-11.4,49.99,4.73,28.61,5.12,632.49
293,12,842.3,-11.4,49.99,4.73,28.61,5.12,632.49
293,13,832.64,-11.4,49.99,4.73,28.61,5.12,632.49
293,14,759.11,-11.4,49.99,4.73,28.61,5.12,632.49
293,15,626.71,-11.4,49.99,4.73,28.61,5.12,632.49
293,16,444.48,-11.4,49.99,4.73,28.61,5.12,632.49
293,17,224.83,-11.4,49.99,4.73,28.61,5.12,632.49
294,9,499.26,-11.75,49.64,4.7,28.61,5.09,628.39
294,10,667.61,-11.75,49.64,4.7,28.61,5.09,628.39
