Day,Hour,Irradiance (W/m^2),"Declination Angle (δ, deg)","Noon Solar Altitude Angle (α, deg)","Noon Solar Azimuth Angle (γ, deg)","Latitude (L, deg)",Daily GHI (kWh/m^2/day),Daily I Mean (W/m^2)
1,9,363.86,-23.01,38.38,-0.09,28.61,3.93,485.27
1,10,522.14,-23.01,38.38,-0.09,28.61,3.93,485.27
1,11,630.75,-23.01,38.38,-0.09,28.61,3.93,485.27
1,12,682.27,-23.01,38.38,-0.09,28.61,3.93,485.27
1,13,673.2,-23.01,38.38,-0.09,28.61,3.93,485.27
1,14,604.15,-23.01,38.38,-0.09,28.61,3.93,485.27
1,15,479.84,-23.01,38.38,-0.09,28.61,3.93,485.27
1,16,308.73,-23.01,38.38,-0.09,28.61,3.93,485.27
1,17,102.49,-23.01,38.38,-0.09,28.61,3.93,485.27
2,9,364.89,-22.93,38.46,-0.17,28.61,3.94,486.37
2,10,523.27,-22.93,38.46,-0.17,28.61,3.94,486.37
2,11,631.94,-22.93,38.46,-0.17,28.61,3.94,486.37
2,12,683.49,-22.93,38.46,-0.17,28.61,3.94,486.37
2,13,674.41,-22.93,38.46,-0.17,28.61,3.94,486.37
2,14,605.33,-22.93,38.46,-0.17,28.61,3.94,486.37
2,15,480.94,-22.93,38.46,-0.17,28.61,3.94,486.37
2,16,309.73,-22.93,38.46,-0.17,28.61,3.94,486.37
2,17,103.37,-22.93,38.46,-0.17,28.61,3.94,486.37
3,9,366.01,-22.84,38.55,-0.26,28.61,3.95,487.57
3,10,524.49,-22.84,38.55,-0.26,28.61,3.95,487.57
3,11,633.23,-22.84,38.55,-0.26,28.61,3.95,487.57
3,12,684.81,-22.84,38.55,-0.26,28.61,3.95,487.57
3,13,675.73,-22.84,38.55,-0.26,28.61,3.95,487.57
3,14,606.6,-22.84,38.55,-0.26,28.61,3.95,487.57
3,15,482.14,-22.84,38.55,-0.26,28.61,3.95,487.57
3,16,310.82,-22.84,38.55,-0.26,28.61,3.95,487.57
3,17,104.31,-22.84,38.55,-0.26,28.61,3.95,487.57
4,9,367.21,-22.75,38.64,-0.34,28.61,3.96,488.86
4,10,525.8,-22.75,38.64,-0.34,28.61,3.96,488.86
4,11,634.62,-22.75,38.64,-0.34,28.61,3.96,488.86
4,12,686.24,-22.75,38.64,-0.34,28.61,3.96,488.86
4,13,677.15,-22.75,38.64,-0.34,28.61,3.96,488.86
4,14,607.97,-22.75,38.64,-0.34,28.61,3.96,488.86
4,15,483.42,-22.75,38.64,-0.34,28.61,3.96,488.86
4,16,311.98,-22.75,38.64,-0.34,28.61,3.96,488.86
4,17,105.34,-22.75,38.64,-0.34,28.61,3.96,488.86
5,9,368.5,-22.65,38.74,-0.43,28.61,3.97,490.24
5,10,527.21,-22.65,38.74,-0.43,28.61,3.97,490.24
5,11,636.1,-22.65,38.74,-0.43,28.61,3.97,490.24
5,12,687.76,-22.65,38.74,-0.43,28.61,3.97,490.24
5,13,678.67,-22.65,38.74,-0.43,28.61,3.97,490.24
5,14,609.44,-22.65,38.74,-0.43,28.61,3.97,490.24
5,15,484.79,-22.65,38.74,-0.43,28.61,3.97,490.24
5,16,313.23,-22.65,38.74,-0.43,28.61,3.97,490.24
5,17,106.43,-22.65,38.74,-0.43,28.61,3.97,490.24
6,9,369.87,-22.54,38.85,-0.52,28.61,3.98,491.7
6,10,528.7,-22.54,38.85,-0.52,28.61,3.98,491.7
6,11,637.68,-22.54,38.85,-0.52,28.61,3.98,491.7
6,12,689.38,-22.54,38.85,-0.52,28.61,3.98,491.7
6,13,680.28,-22.54,38.85,-0.52,28.61,3.98,491.7
6,14,611.0,-22.54,38.85,-0.52,28.61,3.98,491.7
6,15,486.26,-22.54,38.85,-0.52,28.61,3.98,491.7
6,16,314.55,-22.54,38.85,-0.52,28.61,3.98,491.7
6,17,107.59,-22.54,38.85,-0.52,28.61,3.98,491.7
7,9,371.33,-22.42,38.97,-0.6,28.61,4.0,493.26
7,10,530.29,-22.42,38.97,-0.6,28.61,4.0,493.26
7,11,639.36,-22.42,38.97,-0.6,28.61,4.0,493.26
7,12,691.1,-22.42,38.97,-0.6,28.61,4.0,493.26
7,13,681.99,-22.42,38.97,-0.6,28.61,4.0,493.26
7,14,612.65,-22.42,38.97,-0.6,28.61,4.0,493.26
7,15,487.81,-22.42,38.97,-0.6,28.61,4.0,493.26
7,16,315.96,-22.42,38.97,-0.6,28.61,4.0,493.26
7,17,108.83,-22.42,38.97,-0.6,28.61,4.0,493.26
8,9,372.86,-22.3,39.09,-0.69,28.61,4.01,494.9
8,10,531.97,-22.3,39.09,-0.69,28.61,4.01,494.9
8,11,641.13,-22.3,39.09,-0.69,28.61,4.01,494.9
8,12,692.92,-22.3,39.09,-0.69,28.61,4.01,494.9
8,13,683.8,-22.3,39.09,-0.69,28.61,4.01,494.9
8,14,614.4,-22.3,39.09,-0.69,28.61,4.01,494.9
8,15,489.45,-22.3,39.09,-0.69,28.61,4.01,494.9
8,16,317.45,-22.3,39.09,-0.69,28.61,4.01,494.9
8,17,110.14,-22.3,39.09,-0.69,28.61,4.01,494.9
9,9,374.48,-22.17,39.22,-0.77,28.61,4.02,496.63
9,10,533.73,-22.17,39.22,-0.77,28.61,4.02,496.63
9,11,642.99,-22.17,39.22,-0.77,28.61,4.02,496.63
9,12,694.83,-22.17,39.22,-0.77,28.61,4.02,496.63
9,13,685.71,-22.17,39.22,-0.77,28.61,4.02,496.63
9,14,616.24,-22.17,39.22,-0.77,28.61,4.02,496.63
9,15,491.17,-22.17,39.22,-0.77,28.61,4.02,496.63
9,16,319.02,-22.17,39.22,-0.77,28.61,4.02,496.63
9,17,111.52,-22.17,39.22,-0.77,28.61,4.02,496.63
10,9,376.18,-22.04,39.35,-0.86,28.61,4.04,498.45
10,10,535.58,-22.04,39.35,-0.86,28.61,4.04,498.45
10,11,644.95,-22.04,39.35,-0.86,28.61,4.04,498.45
10,12,696.84,-22.04,39.35,-0.86,28.61,4.04,498.45
10,13,687.7,-22.04,39.35,-0.86,28.61,4.04,498.45
10,14,618.17,-22.04,39.35,-0.86,28.61,4.04,498.45
10,15,492.98,-22.04,39.35,-0.86,28.61,4.04,498.45
10,16,320.67,-22.04,39.35,-0.86,28.61,4.04,498.45
10,17,112.97,-22.04,39.35,-0.86,28.61,4.04,498.45
11,9,377.96,-21.9,39.49,-0.94,28.61,4.05,500.35
11,10,537.52,-21.9,39.49,-0.94,28.61,4.05,500.35
11,11,647.0,-21.9,39.49,-0.94,28.61,4.05,500.35
11,12,698.94,-21.9,39.49,-0.94,28.61,4.05,500.35
11,13,689.79,-21.9,39.49,-0.94,28.61,4.05,500.35
11,14,620.19,-21.9,39.49,-0.94,28.61,4.05,500.35
11,15,494.88,-21.9,39.49,-0.94,28.61,4.05,500.35
11,16,322.39,-21.9,39.49,-0.94,28.61,4.05,500.35
11,17,114.49,-21.9,39.49,-0.94,28.61,4.05,500.35
12,9,379.82,-21.75,39.64,-1.03,28.61,4.07,502.34
12,10,539.55,-21.75,39.64,-1.03,28.61,4.07,502.34
12,11,649.14,-21.75,39.64,-1.03,28.61,4.07,502.34
12,12,701.13,-21.75,39.64,-1.03,28.61,4.07,502.34
12,13,691.97,-21.75,39.64,-1.03,28.61,4.07,502.34
12,14,622.3,-21.75,39.64,-1.03,28.61,4.07,502.34
12,15,496.86,-21.75,39.64,-1.03,28.61,4.07,502.34
12,16,324.19,-21.75,39.64,-1.03,28.61,4.07,502.34
12,17,116.07,-21.75,39.64,-1.03,28.61,4.07,502.34
13,9,381.76,-21.6,39.79,-1.11,28.61,4.09,504.41
13,10,541.65,-21.6,39.79,-1.11,28.61,4.09,504.41
13,11,651.36,-21.6,39.79,-1.11,28.61,4.09,504.41
13,12,703.41,-21.6,39.79,-1.11,28.61,4.09,504.41
13,13,694.25,-21.6,39.79,-1.11,28.61,4.09,504.41
13,14,624.5,-21.6,39.79,-1.11,28.61,4.09,504.41
13,15,498.92,-21.6,39.79,-1.11,28.61,4.09,504.41
13,16,326.07,-21.6,39.79,-1.11,28.61,4.09,504.41
13,17,117.73,-21.6,39.79,-1.11,28.61,4.09,504.41
14,9,383.78,-21.44,39.95,-1.19,28.61,4.1,506.56
14,10,543.85,-21.44,39.95,-1.19,28.61,4.1,506.56
14,11,653.68,-21.44,39.95,-1.19,28.61,4.1,506.56
14,12,705.78,-21.44,39.95,-1.19,28.61,4.1,506.56
14,13,696.61,-21.44,39.95,-1.19,28.61,4.1,506.56
14,14,626.78,-21.44,39.95,-1.19,28.61,4.1,506.56
14,15,501.07,-21.44,39.95,-1.19,28.61,4.1,506.56
14,16,328.03,-21.44,39.95,-1.19,28.61,4.1,506.56
14,17,119.45,-21.44,39.95,-1.19,28.61,4.1,506.56
15,9,385.87,-21.27,40.12,-1.28,28.61,4.12,508.79
15,10,546.12,-21.27,40.12,-1.28,28.61,4.12,508.79
15,11,656.07,-21.27,40.12,-1.28,28.61,4.12,508.79
15,12,708.24,-21.27,40.12,-1.28,28.61,4.12,508.79
15,13,699.06,-21.27,40.12,-1.28,28.61,4.12,508.79
15,14,629.15,-21.27,40.12,-1.28,28.61,4.12,508.79
15,15,503.29,-21.27,40.12,-1.28,28.61,4.12,508.79
15,16,330.06,-21.27,40.12,-1.28,28.61,4.12,508.79
15,17,121.24,-21.27,40.12,-1.28,28.61,4.12,508.79
16,9,388.04,-21.1,40.29,-1.36,28.61,4.14,511.1
16,10,548.48,-21.1,40.29,-1.36,28.61,4.14,511.1
16,11,658.56,-21.1,40.29,-1.36,28.61,4.14,511.1
16,12,710.78,-21.1,40.29,-1.36,28.61,4.14,511.1
16,13,701.59,-21.1,40.29,-1.36,28.61,4.14,511.1
16,14,631.61,-21.1,40.29,-1.36,28.61,4.14,511.1
16,15,505.6,-21.1,40.29,-1.36,28.61,4.14,511.1
16,16,332.16,-21.1,40.29,-1.36,28.61,4.14,511.1
16,17,123.1,-21.1,40.29,-1.36,28.61,4.14,511.1
17,9,390.28,-20.92,40.47,-1.44,28.61,4.16,513.49
17,10,550.91,-20.92,40.47,-1.44,28.61,4.16,513.49
17,11,661.13,-20.92,40.47,-1.44,28.61,4.16,513.49
17,12,713.41,-20.92,40.47,-1.44,28.61,4.16,513.49
17,13,704.21,-20.92,40.47,-1.44,28.61,4.16,513.49
17,14,634.14,-20.92,40.47,-1.44,28.61,4.16,513.49
17,15,507.98,-20.92,40.47,-1.44,28.61,4.16,513.49
17,16,334.33,-20.92,40.47,-1.44,28.61,4.16,513.49
17,17,125.03,-20.92,40.47,-1.44,28.61,4.16,513.49
18,9,392.6,-20.73,40.66,-1.52,28.61,4.18,515.96
18,10,553.43,-20.73,40.66,-1.52,28.61,4.18,515.96
18,11,663.78,-20.73,40.66,-1.52,28.61,4.18,515.96
18,12,716.13,-20.73,40.66,-1.52,28.61,4.18,515.96
18,13,706.91,-20.73,40.66,-1.52,28.61,4.18,515.96
18,14,636.76,-20.73,40.66,-1.52,28.61,4.18,515.96
18,15,510.44,-20.73,40.66,-1.52,28.61,4.18,515.96
18,16,336.58,-20.73,40.66,-1.52,28.61,4.18,515.96
18,17,127.01,-20.73,40.66,-1.52,28.61,4.18,515.96
19,9,394.98,-20.54,40.85,-1.61,28.61,4.2,518.5
19,10,556.02,-20.54,40.85,-1.61,28.61,4.2,518.5
19,11,666.51,-20.54,40.85,-1.61,28.61,4.2,518.5
19,12,718.92,-20.54,40.85,-1.61,28.61,4.2,518.5
19,13,709.7,-20.54,40.85,-1.61,28.61,4.2,518.5
19,14,639.45,-20.54,40.85,-1.61,28.61,4.2,518.5
19,15,512.98,-20.54,40.85,-1.61,28.61,4.2,518.5
19,16,338.9,-20.54,40.85,-1.61,28.61,4.2,518.5
19,17,129.07,-20.54,40.85,-1.61,28.61,4.2,518.5
20,9,397.44,-20.34,41.05,-1.69,28.61,4.22,521.12
20,10,558.68,-20.34,41.05,-1.69,28.61,4.22,521.12
20,11,669.32,-20.34,41.05,-1.69,28.61,4.22,521.12
20,12,721.8,-20.34,41.05,-1.69,28.61,4.22,521.12
20,13,712.56,-20.34,41.05,-1.69,28.61,4.22,521.12
20,14,642.23,-20.34,41.05,-1.69,28.61,4.22,521.12
20,15,515.59,-20.34,41.05,-1.69,28.61,4.22,521.12
20,16,341.28,-20.34,41.05,-1.69,28.61,4.22,521.12
20,17,131.18,-20.34,41.05,-1.69,28.61,4.22,521.12
21,9,399.97,-20.14,41.25,-1.77,28.61,4.24,523.81
21,10,561.42,-20.14,41.25,-1.77,28.61,4.24,523.81
21,11,672.2,-20.14,41.25,-1.77,28.61,4.24,523.81
21,12,724.76,-20.14,41.25,-1.77,28.61,4.24,523.81
21,13,715.5,-20.14,41.25,-1.77,28.61,4.24,523.81
21,14,645.08,-20.14,41.25,-1.77,28.61,4.24,523.81
21,15,518.28,-20.14,41.25,-1.77,28.61,4.24,523.81
21,16,343.74,-20.14,41.25,-1.77,28.61,4.24,523.81
21,17,133.36,-20.14,41.25,-1.77,28.61,4.24,523.81
22,9,402.57,-19.93,41.46,-1.85,28.61,4.27,526.58
22,10,564.24,-19.93,41.46,-1.85,28.61,4.27,526.58
22,11,675.16,-19.93,41.46,-1.85,28.61,4.27,526.58
22,12,727.79,-19.93,41.46,-1.85,28.61,4.27,526.58
22,13,718.52,-19.93,41.46,-1.85,28.61,4.27,526.58
22,14,648.0,-19.93,41.46,-1.85,28.61,4.27,526.58
22,15,521.03,-19.93,41.46,-1.85,28.61,4.27,526.58
22,16,346.26,-19.93,41.46,-1.85,28.61,4.27,526.58
22,17,135.61,-19.93,41.46,-1.85,28.61,4.27,526.58
23,9,405.24,-19.71,41.68,-1.93,28.61,4.29,529.41
23,10,567.12,-19.71,41.68,-1.93,28.61,4.29,529.41
23,11,678.2,-19.71,41.68,-1.93,28.61,4.29,529.41
23,12,730.9,-19.71,41.68,-1.93,28.61,4.29,529.41
23,13,721.62,-19.71,41.68,-1.93,28.61,4.29,529.41
23,14,651.0,-19.71,41.68,-1.93,28.61,4.29,529.41
23,15,523.86,-19.71,41.68,-1.93,28.61,4.29,529.41
23,16,348.85,-19.71,41.68,-1.93,28.61,4.29,529.41
23,17,137.91,-19.71,41.68,-1.93,28.61,4.29,529.41
24,9,407.97,-19.49,41.9,-2.01,28.61,4.31,532.31
24,10,570.08,-19.49,41.9,-2.01,28.61,4.31,532.31
24,11,681.31,-19.49,41.9,-2.01,28.61,4.31,532.31
24,12,734.08,-19.49,41.9,-2.01,28.61,4.31,532.31
24,13,724.79,-19.49,41.9,-2.01,28.61,4.31,532.31
24,14,654.07,-19.49,41.9,-2.01,28.61,4.31,532.31
24,15,526.75,-19.49,41.9,-2.01,28.61,4.31,532.31
24,16,351.51,-19.49,41.9,-2.01,28.61,4.31,532.31
24,17,140.27,-19.49,41.9,-2.01,28.61,4.31,532.31
25,9,410.76,-19.26,42.13,-2.09,28.61,4.34,535.28
25,10,573.1,-19.26,42.13,-2.09,28.61,4.34,535.28
25,11,684.49,-19.26,42.13,-2.09,28.61,4.34,535.28
25,12,737.33,-19.26,42.13,-2.09,28.61,4.34,535.28
25,13,728.03,-19.26,42.13,-2.09,28.61,4.34,535.28
25,14,657.21,-19.26,42.13,-2.09,28.61,4.34,535.28
25,15,529.72,-19.26,42.13,-2.09,28.61,4.34,535.28
25,16,354.22,-19.26,42.13,-2.09,28.61,4.34,535.28
25,17,142.7,-19.26,42.13,-2.09,28.61,4.34,535.28
26,9,413.62,-19.03,42.36,-2.16,28.61,4.36,538.32
26,10,576.19,-19.03,42.36,-2.16,28.61,4.36,538.32
26,11,687.73,-19.03,42.36,-2.16,28.61,4.36,538.32
26,12,740.65,-19.03,42.36,-2.16,28.61,4.36,538.32
26,13,731.33,-19.03,42.36,-2.16,28.61,4.36,538.32
26,14,660.42,-19.03,42.36,-2.16,28.61,4.36,538.32
26,15,532.74,-19.03,42.36,-2.16,28.61,4.36,538.32
26,16,357.0,-19.03,42.36,-2.16,28.61,4.36,538.32
26,17,145.18,-19.03,42.36,-2.16,28.61,4.36,538.32
27,9,416.55,-18.79,42.6,-2.24,28.61,4.39,541.42
27,10,579.35,-18.79,42.6,-2.24,28.61,4.39,541.42
27,11,691.05,-18.79,42.6,-2.24,28.61,4.39,541.42
27,12,744.04,-18.79,42.6,-2.24,28.61,4.39,541.42
27,13,734.71,-18.79,42.6,-2.24,28.61,4.39,541.42
27,14,663.7,-18.79,42.6,-2.24,28.61,4.39,541.42
27,15,535.84,-18.79,42.6,-2.24,28.61,4.39,541.42
27,16,359.85,-18.79,42.6,-2.24,28.61,4.39,541.42
27,17,147.72,-18.79,42.6,-2.24,28.61,4.39,541.42
28,9,419.53,-18.55,42.84,-2.32,28.61,4.41,544.58
28,10,582.56,-18.55,42.84,-2.32,28.61,4.41,544.58
28,11,694.43,-18.55,42.84,-2.32,28.61,4.41,544.58
28,12,747.49,-18.55,42.84,-2.32,28.61,4.41,544.58
28,13,738.15,-18.55,42.84,-2.32,28.61,4.41,544.58
28,14,667.04,-18.55,42.84,-2.32,28.61,4.41,544.58
28,15,538.99,-18.55,42.84,-2.32,28.61,4.41,544.58
28,16,362.75,-18.55,42.84,-2.32,28.61,4.41,544.58
28,17,150.31,-18.55,42.84,-2.32,28.61,4.41,544.58
29,9,422.57,-18.3,43.09,-2.39,28.61,4.44,547.81
29,10,585.84,-18.3,43.09,-2.39,28.61,4.44,547.81
29,11,697.87,-18.3,43.09,-2.39,28.61,4.44,547.81
29,12,751.01,-18.3,43.09,-2.39,28.61,4.44,547.81
29,13,741.66,-18.3,43.09,-2.39,28.61,4.44,547.81
29,14,670.44,-18.3,43.09,-2.39,28.61,4.44,547.81
29,15,542.21,-18.3,43.09,-2.39,28.61,4.44,547.81
29,16,365.71,-18.3,43.09,-2.39,28.61,4.44,547.81
29,17,152.96,-18.3,43.09,-2.39,28.61,4.44,547.81
30,9,425.67,-18.04,43.35,-2.47,28.61,4.46,551.09
30,10,589.18,-18.04,43.35,-2.47,28.61,4.46,551.09
30,11,701.37,-18.04,43.35,-2.47,28.61,4.46,551.09
30,12,754.59,-18.04,43.35,-2.47,28.61,4.46,551.09
30,13,745.22,-18.04,43.35,-2.47,28.61,4.46,551.09
30,14,673.9,-18.04,43.35,-2.47,28.61,4.46,551.09
30,15,545.48,-18.04,43.35,-2.47,28.61,4.46,551.09
30,16,368.72,-18.04,43.35,-2.47,28.61,4.46,551.09
30,17,155.67,-18.04,43.35,-2.47,28.61,4.46,551.09
31,9,428.83,-17.78,43.61,-2.54,28.61,4.49,554.43
31,10,592.58,-17.78,43.61,-2.54,28.61,4.49,554.43
31,11,704.93,-17.78,43.61,-2.54,28.61,4.49,554.43
31,12,758.23,-17.78,43.61,-2.54,28.61,4.49,554.43
31,13,748.85,-17.78,43.61,-2.54,28.61,4.49,554.43
31,14,677.42,-17.78,43.61,-2.54,28.61,4.49,554.43
31,15,548.82,-17.78,43.61,-2.54,28.61,4.49,554.43
31,16,371.8,-17.78,43.61,-2.54,28.61,4.49,554.43
31,17,158.43,-17.78,43.61,-2.54,28.61,4.49,554.43
32,9,432.04,-17.52,43.87,-2.62,28.61,4.52,557.83
32,10,596.03,-17.52,43.87,-2.62,28.61,4.52,557.83
32,11,708.55,-17.52,43.87,-2.62,28.61,4.52,557.83
32,12,761.93,-17.52,43.87,-2.62,28.61,4.52,557.83
32,13,752.53,-17.52,43.87,-2.62,28.61,4.52,557.83
32,14,681.0,-17.52,43.87,-2.62,28.61,4.52,557.83
32,15,552.2,-17.52,43.87,-2.62,28.61,4.52,557.83
32,16,374.92,-17.52,43.87,-2.62,28.61,4.52,557.83
32,17,161.24,-17.52,43.87,-2.62,28.61,4.52,557.83
33,9,435.3,-17.25,44.14,-2.69,28.61,4.55,561.28
33,10,599.54,-17.25,44.14,-2.69,28.61,4.55,561.28
33,11,712.22,-17.25,44.14,-2.69,28.61,4.55,561.28
33,12,765.68,-17.25,44.14,-2.69,28.61,4.55,561.28
33,13,756.27,-17.25,44.14,-2.69,28.61,4.55,561.28
33,14,684.63,-17.25,44.14,-2.69,28.61,4.55,561.28
33,15,555.65,-17.25,44.14,-2.69,28.61,4.55,561.28
33,16,378.1,-17.25,44.14,-2.69,28.61,4.55,561.28
33,17,164.1,-17.25,44.14,-2.69,28.61,4.55,561.28
34,9,438.62,-16.97,44.42,-2.76,28.61,4.57,564.78
34,10,603.1,-16.97,44.42,-2.76,28.61,4.57,564.78
34,11,715.95,-16.97,44.42,-2.76,28.61,4.57,564.78
34,12,769.49,-16.97,44.42,-2.76,28.61,4.57,564.78
34,13,760.06,-16.97,44.42,-2.76,28.61,4.57,564.78
34,14,688.32,-16.97,44.42,-2.76,28.61,4.57,564.78
34,15,559.14,-16.97,44.42,-2.76,28.61,4.57,564.78
34,16,381.33,-16.97,44.42,-2.76,28.61,4.57,564.78
34,17,167.01,-16.97,44.42,-2.76,28.61,4.57,564.78
35,9,441.98,-16.69,44.7,-2.83,28.61,4.6,568.33
35,10,606.71,-16.69,44.7,-2.83,28.61,4.6,568.33
35,11,719.73,-16.69,44.7,-2.83,28.61,4.6,568.33
35,12,773.35,-16.69,44.7,-2.83,28.61,4.6,568.33
35,13,763.91,-16.69,44.7,-2.83,28.61,4.6,568.33
35,14,692.05,-16.69,44.7,-2.83,28.61,4.6,568.33
35,15,562.68,-16.69,44.7,-2.83,28.61,4.6,568.33
35,16,384.61,-16.69,44.7,-2.83,28.61,4.6,568.33
35,17,169.98,-16.69,44.7,-2.83,28.61,4.6,568.33
36,9,445.4,-16.4,44.99,-2.9,28.61,4.63,571.93
36,10,610.36,-16.4,44.99,-2.9,28.61,4.63,571.93
36,11,723.55,-16.4,44.99,-2.9,28.61,4.63,571.93
36,12,777.25,-16.4,44.99,-2.9,28.61,4.63,571.93
36,13,767.8,-16.4,44.99,-2.9,28.61,4.63,571.93
36,14,695.84,-16.4,44.99,-2.9,28.61,4.63,571.93
36,15,566.28,-16.4,44.99,-2.9,28.61,4.63,571.93
36,16,387.94,-16.4,44.99,-2.9,28.61,4.63,571.93
36,17,172.99,-16.4,44.99,-2.9,28.61,4.63,571.93
37,9,448.86,-16.11,45.28,-2.97,28.61,4.66,575.58
37,10,614.07,-16.11,45.28,-2.97,28.61,4.66,575.58
37,11,727.43,-16.11,45.28,-2.97,28.61,4.66,575.58
37,12,781.2,-16.11,45.28,-2.97,28.61,4.66,575.58
37,13,771.74,-16.11,45.28,-2.97,28.61,4.66,575.58
37,14,699.67,-16.11,45.28,-2.97,28.61,4.66,575.58
37,15,569.92,-16.11,45.28,-2.97,28.61,4.66,575.58
37,16,391.32,-16.11,45.28,-2.97,28.61,4.66,575.58
37,17,176.04,-16.11,45.28,-2.97,28.61,4.66,575.58
38,9,452.36,-15.82,45.57,-3.04,28.61,4.69,579.28
38,10,617.82,-15.82,45.57,-3.04,28.61,4.69,579.28
38,11,731.34,-15.82,45.57,-3.04,28.61,4.69,579.28
38,12,785.2,-15.82,45.57,-3.04,28.61,4.69,579.28
38,13,775.72,-15.82,45.57,-3.04,28.61,4.69,579.28
38,14,703.55,-15.82,45.57,-3.04,28.61,4.69,579.28
38,15,573.6,-15.82,45.57,-3.04,28.61,4.69,579.28
38,16,394.74,-15.82,45.57,-3.04,28.61,4.69,579.28
38,17,179.15,-15.82,45.57,-3.04,28.61,4.69,579.28
39,9,455.91,-15.52,45.87,-3.11,28.61,4.72,583.01
39,10,621.61,-15.52,45.87,-3.11,28.61,4.72,583.01
39,11,735.3,-15.52,45.87,-3.11,28.61,4.72,583.01
39,12,789.24,-15.52,45.87,-3.11,28.61,4.72,583.01
39,13,779.74,-15.52,45.87,-3.11,28.61,4.72,583.01
39,14,707.46,-15.52,45.87,-3.11,28.61,4.72,583.01
39,15,577.33,-15.52,45.87,-3.11,28.61,4.72,583.01
39,16,398.2,-15.52,45.87,-3.11,28.61,4.72,583.01
39,17,182.29,-15.52,45.87,-3.11,28.61,4.72,583.01
40,9,459.5,-15.21,46.18,-3.18,28.61,4.75,586.79
40,10,625.44,-15.21,46.18,-3.18,28.61,4.75,586.79
40,11,739.3,-15.21,46.18,-3.18,28.61,4.75,586.79
40,12,793.32,-15.21,46.18,-3.18,28.61,4.75,586.79
40,13,783.81,-15.21,46.18,-3.18,28.61,4.75,586.79
40,14,711.42,-15.21,46.18,-3.18,28.61,4.75,586.79
40,15,581.1,-15.21,46.18,-3.18,28.61,4.75,586.79
40,16,401.71,-15.21,46.18,-3.18,28.61,4.75,586.79
40,17,185.48,-15.21,46.18,-3.18,28.61,4.75,586.79
41,9,463.13,-14.9,46.49,-3.24,28.61,4.78,590.6
41,10,629.31,-14.9,46.49,-3.24,28.61,4.78,590.6
41,11,743.34,-14.9,46.49,-3.24,28.61,4.78,590.6
41,12,797.43,-14.9,46.49,-3.24,28.61,4.78,590.6
41,13,787.91,-14.9,46.49,-3.24,28.61,4.78,590.6
41,14,715.42,-14.9,46.49,-3.24,28.61,4.78,590.6
41,15,584.9,-14.9,46.49,-3.24,28.61,4.78,590.6
41,16,405.25,-14.9,46.49,-3.24,28.61,4.78,590.6
41,17,188.71,-14.9,46.49,-3.24,28.61,4.78,590.6
42,9,466.8,-14.59,46.8,-3.31,28.61,4.82,594.45
42,10,633.22,-14.59,46.8,-3.31,28.61,4.82,594.45
42,11,747.41,-14.59,46.8,-3.31,28.61,4.82,594.45
42,12,801.58,-14.59,46.8,-3.31,28.61,4.82,594.45
42,13,792.05,-14.59,46.8,-3.31,28.61,4.82,594.45
42,14,719.45,-14.59,46.8,-3.31,28.61,4.82,594.45
42,15,588.75,-14.59,46.8,-3.31,28.61,4.82,594.45
42,16,408.84,-14.59,46.8,-3.31,28.61,4.82,594.45
42,17,191.99,-14.59,46.8,-3.31,28.61,4.82,594.45
43,9,470.5,-14.27,47.12,-3.37,28.61,4.85,598.34
43,10,637.16,-14.27,47.12,-3.37,28.61,4.85,598.34
43,11,751.52,-14.27,47.12,-3.37,28.61,4.85,598.34
43,12,805.76,-14.27,47.12,-3.37,28.61,4.85,598.34
43,13,796.21,-14.27,47.12,-3.37,28.61,4.85,598.34
43,14,723.52,-14.27,47.12,-3.37,28.61,4.85,598.34
43,15,592.62,-14.27,47.12,-3.37,28.61,4.85,598.34
43,16,412.46,-14.27,47.12,-3.37,28.61,4.85,598.34
43,17,195.3,-14.27,47.12,-3.37,28.61,4.85,598.34
44,9,474.24,-13.95,47.44,-3.44,28.61,4.88,602.26
44,10,641.14,-13.95,47.44,-3.44,28.61,4.88,602.26
44,11,755.65,-13.95,47.44,-3.44,28.61,4.88,602.26
44,12,809.98,-13.95,47.44,-3.44,28.61,4.88,602.26
44,13,800.41,-13.95,47.44,-3.44,28.61,4.88,602.26
44,14,727.61,-13.95,47.44,-3.44,28.61,4.88,602.26
44,15,596.54,-13.95,47.44,-3.44,28.61,4.88,602.26
44,16,416.11,-13.95,47.44,-3.44,28.61,4.88,602.26
44,17,198.65,-13.95,47.44,-3.44,28.61,4.88,602.26
45,9,478.01,-13.62,47.77,-3.5,28.61,4.91,606.21
45,10,645.14,-13.62,47.77,-3.5,28.61,4.91,606.21
45,11,759.82,-13.62,47.77,-3.5,28.61,4.91,606.21
45,12,814.22,-13.62,47.77,-3.5,28.61,4.91,606.21
45,13,804.64,-13.62,47.77,-3.5,28.61,4.91,606.21
45,14,731.74,-13.62,47.77,-3.5,28.61,4.91,606.21
45,15,600.48,-13.62,47.77,-3.5,28.61,4.91,606.21
45,16,419.8,-13.62,47.77,-3.5,28.61,4.91,606.21
45,17,202.03,-13.62,47.77,-3.5,28.61,4.91,606.21
46,9,481.82,-13.29,48.1,-3.56,28.61,4.94,610.19
46,10,649.18,-13.29,48.1,-3.56,28.61,4.94,610.19
46,11,764.01,-13.29,48.1,-3.56,28.61,4.94,610.19
